Total Revenues,Total Expenditures,Enrollment,Average Math Score (4th Grade),Average Math Score (8th Grade),Average Reading Score (4th Grade),Average Reading Score (8th Grade)
12269422.0,12809067.0,1719829.0,,,,
13271564.0,13701725.0,1720681.0,,,215.26834149316502,
13957035.0,14135826.0,1741698.0,,,,
14671368.0,15048791.0,1764117.0,226.21201467000802,,,
15184431.0,15777276.0,1781383.0,,,,
15671363.0,16432921.0,1791100.0,,,,
16361921.0,17113809.0,1787430.0,,,,
17090654.0,17861852.0,1782444.0,,,,
17792997.0,18666522.0,1771473.0,,,,
18586743.0,20018554.0,1766513.0,,,220.63639332695598,265.320558357815
19811545.0,20626459.0,1757066.0,235.947017122469,278.537758124922,218.69842753610902,264.267365101484
21104028.0,22054811.0,1756012.0,,,,
22657782.0,23183924.0,1755560.0,240.57296331100702,280.713835066326,222.771980355527,266.821911059188
23950553.0,24195122.0,1752402.0,,,,
25334577.0,25627083.0,1760451.0,244.001273492789,286.16686332577,226.353658210298,267.665630227785
26357235.0,26597713.0,1718588.0,,,,
26755585.0,27328680.0,1687145.0,243.58787315025,288.30416892392503,223.67943988465802,270.700536709088
27883991.0,28231191.0,1682887.0,,,,
28492510.0,28810721.0,1670854.0,245.654910289272,286.10274173594104,227.23646319431,267.750596675669
27881568.0,27851918.0,1644759.0,,,,
28484645.0,28495118.0,1623694.0,244.012619964297,289.623651633339,226.40232361222098,272.085365342425
29068069.0,28620630.0,1605292.0,,,,
29967185.0,29690645.0,1589429.0,243.312239940824,283.66841544434897,226.670774068,268.746120751013
31077289.0,30925177.0,1572593.0,,,,
,,,241.672327208486,286.393832326288,224.924702323396,269.55382331575
,,,,260.040897221955,,
,,,215.449248153985,265.907109115823,216.61452067093498,
919594.0,901540.0,138939.0,,,,
1012987.0,994885.0,144918.0,,,219.94009770347802,
1089859.0,1056716.0,146609.0,,,,
1135192.0,1092459.0,148977.0,220.41809391747898,268.87730812505197,,
1185534.0,1175638.0,150433.0,,,,
1255280.0,1221558.0,152356.0,,,218.02751787012798,262.32512640240003
1358566.0,1289045.0,153710.0,,,,
1464820.0,1388454.0,155351.0,224.633857260814,273.425785095558,,
1592622.0,1504125.0,156275.0,,,,
1633707.0,1600087.0,156624.0,,,219.623505300296,261.90343434100896
1728055.0,1646238.0,157286.0,230.29796199237302,271.998694378475,216.494015184678,260.879572089782
1836758.0,1745707.0,156997.0,,,,
1903472.0,1790591.0,153596.0,233.436772307714,272.345018074323,216.43986733386902,260.968326762196
2004709.0,1983578.0,150112.0,,,,
2100679.0,2082332.0,147861.0,235.87793575221198,275.386990471622,218.761444851879,258.321117711185
2173888.0,2175172.0,143812.0,,,,
2179714.0,2171376.0,141521.0,238.76685909351102,277.92371937218996,222.704885161548,259.885589729898
2207123.0,2187163.0,141023.0,,,,
2212352.0,2198940.0,139157.0,241.624774676562,282.875659622898,222.481596913528,265.119556331117
2208278.0,2190431.0,137400.0,,,,
2282659.0,2231413.0,136401.0,241.41673523663502,284.092212214805,222.80223975373198,266.677052388789
2313010.0,2258076.0,135084.0,,,,
2367068.0,2326473.0,134574.0,238.00172968276402,281.445219579398,225.485536668854,265.05085783205897
2401541.0,2358654.0,133856.0,,,,
,,,237.554934304512,277.180125645798,223.353442679692,265.767859953914
,,,212.49671380608,260.77254399911,209.716178357788,
3031112.0,2994038.0,631613.0,,,,
3179542.0,3156251.0,634415.0,,,203.416190261787,
3389646.0,3286673.0,638880.0,,,,
3594408.0,3493720.0,635678.0,213.194414923382,260.77544755056,,
3874045.0,3921465.0,641925.0,,,,
4109130.0,4241163.0,648084.0,,,210.449038859528,254.52363696023602
4365352.0,4610436.0,652731.0,,,,
4690418.0,4961392.0,666780.0,220.417006234898,266.35369952528197,,
5437615.0,5492539.0,676681.0,,,,
5627004.0,5897462.0,674347.0,,,213.858854536652,257.640782839043
5709707.0,6024747.0,691736.0,235.793223537785,277.300449617316,214.807724490456,258.08899144280497
5961494.0,6138231.0,696376.0,,,,
6337711.0,6572191.0,701176.0,238.302675325314,281.23432113535,213.20350717718102,257.16910456442
6752813.0,7148083.0,699027.0,,,,
7130274.0,7660995.0,701580.0,237.10741145424402,281.50360148092096,213.836527211386,257.42120279297296
7743317.0,8167262.0,710685.0,,,,
7669733.0,8427391.0,714290.0,235.66830247692798,280.380855413571,215.942298236521,257.27418459256097
7755419.0,8242553.0,715590.0,,,,
7772777.0,7961448.0,713511.0,237.303024975307,281.000133716553,214.899808914466,260.30701989879503
7889771.0,7948441.0,715744.0,,,,
8254462.0,8224795.0,722249.0,236.625899742704,279.824608578537,213.64654387011,261.449050699613
8417698.0,8452743.0,729386.0,,,,
8759944.0,8783362.0,737401.0,237.08957145861402,275.827866191395,217.969676534277,260.331422813083
9161667.0,9187299.0,743320.0,,,,
,,,234.043992967064,274.67382111862,213.127835391026,259.75300239808604
465650.0,481665.0,107050.0,,,,
507927.0,525289.0,108439.0,,,,
684882.0,693964.0,135494.0,,,,
710728.0,689818.0,136394.0,,,,
747462.0,711052.0,135601.0,,,,
793101.0,781279.0,133698.0,,,,
825851.0,838078.0,131728.0,,,,
868161.0,898609.0,130279.0,,,,
886661.0,950595.0,127986.0,,,,
930874.0,981977.0,127129.0,,,,
965778.0,993823.0,127632.0,237.26482055278802,284.881736383978,222.27317857721198,269.97105860956503
1007135.0,1012096.0,125156.0,,,,
1053504.0,1059303.0,124862.0,241.594186083007,287.303617983357,222.39869209845298,268.540435645755
1086433.0,1052315.0,121718.0,,,,
1136570.0,1096568.0,121158.0,241.213428581694,288.463925271604,223.39852668799702,269.596763416027
1190917.0,1172715.0,121606.0,,,,
1258876.0,1273527.0,126624.0,242.097789760041,290.619127707892,222.166592778336,270.06099022928
1292742.0,1281632.0,123555.0,,,,
1297661.0,1350617.0,125613.0,240.979792262817,290.61519679044,219.814446299081,268.941537575366
1298723.0,1296971.0,127726.0,,,,
1316613.0,1332496.0,130296.0,240.98109972224202,287.270390625653,217.930744868492,268.100772835989
1345549.0,1355439.0,130653.0,,,,
1415149.0,1464781.0,132836.0,239.723094945658,284.64140569223997,220.469524583778,267.079864989695
1455737.0,1475864.0,134045.0,,,,
,,,241.58894696354,286.376159534544,221.750122908674,267.355726574154
,,,210.948227412449,258.828048116901,212.137178512881,
3268642.0,3286481.0,844668.0,,,,
3535898.0,3661470.0,857014.0,,,212.531394061172,
3870164.0,3958973.0,870594.0,,,,
4123018.0,4284181.0,881749.0,219.17624797698997,263.118935026706,,
4390879.0,4695409.0,886517.0,,,,
4757639.0,4988208.0,876693.0,,,212.40378271707502,258.859712454914
5059587.0,5446555.0,893842.0,,,,
5338531.0,5805181.0,907222.0,219.83558730332,263.436599688201,,
5560822.0,6165661.0,895839.0,,,,
5785857.0,6363357.0,897695.0,,,213.69391761722198,260.276441370062
5994756.0,6482671.0,905050.0,227.75504472077301,268.175728562365,211.94754112042,258.10836458389
6349101.0,6738601.0,911624.0,,,,
6806262.0,7067521.0,940769.0,231.688079714459,270.524576784271,214.221269348578,259.072341834008
7195519.0,7395357.0,953514.0,,,,
7617488.0,7817659.0,978084.0,232.753710108317,273.978786623685,215.749268590355,259.161954905287
8086152.0,8488521.0,966963.0,,,,
8112895.0,8611178.0,971484.0,231.82548619984797,274.761821088186,216.737811108148,260.94667619164903
8405025.0,8760367.0,971414.0,,,,
8679893.0,8961443.0,986382.0,232.90111698293097,274.038710319906,214.640214936919,259.20837071319903
8983224.0,9256522.0,998638.0,,,,
9008032.0,9248235.0,992461.0,239.774787022732,277.720127269641,219.735394665222,265.359504625647
9237782.0,9432883.0,992583.0,,,,
9455920.0,9562527.0,994530.0,240.66739574311902,278.203380665353,218.61326439370097,264.771228998921
9585331.0,9680512.0,999265.0,,,,
,,,236.692515382765,278.77773546865103,218.95279711768399,262.046852903713
,,,,258.189986920895,,
,,,217.918744453105,264.592828381905,212.504922222608,
20267205.0,18574871.0,3535333.0,,,,
19713604.0,19224149.0,3601627.0,,,212.394311044766,
20483376.0,20198924.0,3670007.0,,,,
22241369.0,22401797.0,3740260.0,228.712919803307,270.1995775601,,
23091567.0,23671010.0,3826366.0,,,,
24485263.0,25723965.0,3888061.0,,,216.862012407326,262.169894656696
26096023.0,27883593.0,3933017.0,,,,
28918934.0,31067935.0,3965971.0,232.66602971637502,274.846015943346,,
30868844.0,33201450.0,4021535.0,,,,
32802734.0,35668486.0,4112315.0,,,216.932241699579,262.100424202088
35143236.0,37333674.0,4201914.0,237.305921828857,277.052648954338,214.80800561674099,258.77725796924096
36055119.0,38150452.0,4267330.0,,,,
37783715.0,40302144.0,4334611.0,241.990916323988,281.10284504749296,218.733823976846,258.191597999486
41142403.0,43394244.0,4450272.0,,,,
44355326.0,45920825.0,4513835.0,242.339759859575,285.870708420456,219.60431305031602,260.812919224922
46245975.0,50205827.0,4581517.0,,,,
48087531.0,53575273.0,4647205.0,240.464623710389,286.685076683873,218.858272374458,260.368795018986
50559500.0,53810244.0,4728815.0,,,,
51023159.0,52691826.0,4800196.0,241.10179365066003,290.34670935526503,218.320844616792,261.428390874698
49979753.0,50215314.0,4844744.0,,,,
49734537.0,50674724.0,4897523.0,241.926288740505,288.198967599188,216.909597076471,263.684137731278
52776853.0,53096761.0,4949469.0,,,,
55582029.0,56255791.0,5004866.0,244.00247204328,283.793540280437,217.942913018264,260.655135980903
58284155.0,59314884.0,5053291.0,,,,
,,,240.94367066802897,282.320510342396,214.87849345961,260.342576542804
,,,224.042247672311,274.343177142075,220.390231130988,
1638305.0,1665011.0,462323.0,,,,
1792011.0,1846448.0,469811.0,,,217.33039276236698,
1953833.0,2045331.0,472589.0,,,,
2035726.0,2150719.0,474907.0,226.515841243447,276.77310580851,,
2187279.0,2178778.0,479812.0,,,,
2295870.0,2326611.0,480811.0,,,215.409191327204,264.619664664416
2425600.0,2448591.0,478814.0,,,,
2546642.0,2478420.0,477835.0,227.292673197294,275.436709934551,,
2741771.0,2669621.0,477380.0,,,,
2865058.0,2924051.0,480526.0,,,221.514180550383,263.283637608256
2875622.0,2957874.0,483066.0,234.782950865289,280.64536966117,219.270338418871,264.30344257817404
2997200.0,3066684.0,487311.0,,,,
3181279.0,3188018.0,488055.0,238.797423758414,279.15612342679196,221.310927118758,261.87087212251
3381146.0,3371338.0,496507.0,,,,
3656090.0,3618540.0,504079.0,239.40498890696202,281.08747370552504,221.26142812873903,262.22802467896196
4198001.0,4337917.0,556314.0,,,,
4238943.0,4419750.0,532433.0,240.318712615955,284.068251870422,219.204130166973,265.591577109328
4250259.0,4326951.0,538676.0,,,,
4141253.0,4195916.0,545395.0,242.53751311453098,283.308332086503,220.41603448313703,267.08740609916197
4217360.0,4330417.0,553873.0,,,,
4300793.0,4584624.0,562315.0,242.82068873480802,284.331486246838,222.767635531589,270.041925765873
4405929.0,4385896.0,570423.0,,,,
4705084.0,4537962.0,573913.0,242.562787058815,286.116911188659,226.14307488268398,269.430664700586
4952923.0,4923657.0,580215.0,,,,
,,,242.48076624653302,286.816559110458,225.159172916822,268.7524196631
837540.0,809853.0,97454.0,,,,
892124.0,869710.0,98377.0,,,,
934916.0,891398.0,100317.0,,,,
965238.0,975817.0,101064.0,224.88106012534197,279.253243011267,,
1022546.0,1069297.0,101584.0,,,,
1089658.0,1064388.0,101413.0,,,,
1147600.0,1129982.0,100348.0,,,,
1211370.0,1193813.0,99609.0,231.69773638279702,283.408381447859,,
1300273.0,1306513.0,97715.0,,,,
1387074.0,1392880.0,96427.0,,,226.961227404525,271.834589771075
1451171.0,1440961.0,94901.0,241.92607241845903,285.6455721843,226.121746629112,270.519439020331
1525776.0,1550157.0,93705.0,,,,
1628681.0,1634534.0,92819.0,243.52885539429298,287.35648761684104,226.88625100599202,268.772420626961
1725093.0,1711762.0,90850.0,,,,
1836316.0,1804519.0,89329.0,246.35740495721402,291.010773791979,228.248538219188,273.045757236707
1888635.0,1888133.0,87919.0,,,,
1683034.0,1661019.0,86320.0,247.767226051132,292.866096352356,228.735783571246,272.305134189083
1749898.0,1719870.0,87750.0,,,,
1686499.0,1722515.0,86982.0,246.639729922321,293.882577068531,226.771642682085,273.84076504911496
1754161.0,1726321.0,87968.0,,,,
1817307.0,1809138.0,89200.0,247.803294738209,295.469562357463,227.98651907652697,274.368547733738
1895044.0,1876197.0,87990.0,,,,
1996795.0,1969415.0,85184.0,243.25039915815398,290.355191159079,230.098616569303,273.961831447048
2112365.0,2082696.0,87974.0,,,,
,,,240.89329718948397,287.62338824063,226.445343411035,273.402640307413
,,,,264.273011342894,,
,,,220.76296421573397,267.863726281842,220.753494580772,
5918536.0,5955333.0,1032842.0,,,,
6125739.0,6276362.0,1044721.0,,,213.45728592843201,
6354418.0,6590998.0,1060809.0,,,,
6674519.0,6903384.0,1079854.0,222.64321299686,269.754404714393,,
7345090.0,7436340.0,1096279.0,,,,
7723744.0,7813707.0,1110815.0,,,218.352728377109,266.41968692282995
8331336.0,8335873.0,1122858.0,,,,
8911426.0,9154676.0,1132673.0,230.39480892807998,276.674991537432,,
9493862.0,9862715.0,1143807.0,,,,
9914221.0,10209197.0,1162045.0,,,225.00943580011102,269.197450536696
10504167.0,10746679.0,1175458.0,239.20308912003503,281.676643366069,223.340359189755,268.004817111028
11151172.0,11404055.0,1191035.0,,,,
12182657.0,12385157.0,1203697.0,240.497568178325,284.371628221298,225.81371068133998,267.80896673815397
13153845.0,13481336.0,1213616.0,,,,
14176385.0,14700853.0,1220440.0,243.52112978321603,287.62590496388196,227.13672485221198,266.87873748607603
14768120.0,15236306.0,1230857.0,,,,
15251481.0,15510318.0,1235064.0,243.07129688880002,286.069754986907,226.52756797670398,265.641981716133
14937195.0,14919831.0,1244673.0,,,,
14655345.0,14675815.0,1250852.0,245.333618143766,289.255411153431,226.37843469423998,267.272891187823
14940479.0,15129464.0,1257332.0,,,,
15322318.0,15634918.0,1264880.0,246.177456938875,288.142959517699,228.555737669337,267.589864309109
15347862.0,15690444.0,1273211.0,,,,
15857524.0,16113212.0,1279867.0,246.612621705962,287.70929867527803,228.97125501022703,266.836053468874
16259274.0,16497520.0,1283493.0,,,,
,,,248.041059058675,290.08140742764704,227.598382221255,267.74477849910403
5270961.0,5791436.0,896197.0,,,,
5739012.0,5968590.0,915952.0,,,212.695385844034,
5985425.0,6200754.0,938314.0,,,,
6354593.0,6578388.0,956572.0,225.05329812351798,276.11711956326803,,
6667626.0,6792261.0,974504.0,,,,
6928738.0,7211601.0,991235.0,,,216.846967074992,264.713904329936
7288143.0,7489129.0,999616.0,,,,
7620930.0,7811937.0,1003714.0,,,,
7936037.0,8026334.0,1004843.0,,,,
8250593.0,8362656.0,1009200.0,,,223.655932696814,268.16815433493696
8565636.0,8802387.0,1014577.0,238.292839469301,281.151364414263,221.096695134157,264.494066459256
8790531.0,9009980.0,1020990.0,,,,
9141383.0,9399603.0,1019925.0,241.68467451823898,285.052229728136,223.486397868759,264.656551932316
9679682.0,9915617.0,1031668.0,,,,
10350748.0,10682397.0,1026121.0,242.54223198471402,284.862804344983,223.999336825378,264.947778144606
11195224.0,11677666.0,1029576.0,,,,
12025012.0,12240632.0,1035907.0,242.25709121275398,288.722375608773,221.330110400417,266.917617143622
11919090.0,11820814.0,1034735.0,,,,
11905941.0,11928408.0,1042979.0,243.182884658018,288.107761945489,220.52878797215598,267.577473732317
11955582.0,12187889.0,1044856.0,,,,
12242231.0,12097549.0,1050901.0,246.288338069866,289.956988743835,225.048863335833,272.036124410819
13040197.0,12806300.0,1057773.0,,,,
13709442.0,13630138.0,1072359.0,244.98142218530103,286.513107597489,225.89288905903098,267.25088066645696
14964364.0,15253296.0,1083973.0,,,,
,,,241.70100096535802,289.13125718319196,223.123408781764,271.617022995208
,,,,255.899060067677,,
,,,215.268928423619,259.08644839191896,215.535595080532,
1832154.0,1829848.0,317719.0,,,,
1854403.0,1843973.0,313750.0,,,213.146934703516,
1916605.0,1925100.0,310231.0,,,,
1958647.0,1936848.0,306451.0,223.350132747101,264.865205444032,,
2053981.0,2018185.0,303441.0,,,,
2178936.0,2100841.0,300737.0,,,216.443251227676,261.57792090563
2190420.0,2169432.0,296551.0,,,,
2243151.0,2243563.0,290982.0,224.848298072233,270.78007629135504,,
2321731.0,2310098.0,285785.0,,,,
2413744.0,2427316.0,282145.0,,,218.777794121694,263.689781060585
2497707.0,2524444.0,281591.0,230.767748452518,270.770353447282,219.179524491303,259.564237912782
2585084.0,2603996.0,280561.0,,,,
2701056.0,2698703.0,279456.0,230.84326791657298,269.099492803301,214.767066412741,255.07337956310002
2814536.0,2852607.0,279788.0,,,,
2905489.0,2983267.0,281298.0,236.33780580016702,270.084093587271,215.13055545931098,254.99855238547798
2965828.0,3068910.0,281735.0,,,,
3097212.0,3121728.0,281908.0,232.983144485532,270.415765915327,214.520200208315,254.799747493408
3176874.0,3484593.0,281828.0,,,,
3475642.0,3670119.0,282130.0,234.655806758932,273.263173122564,214.386024190084,256.10686155675097
3970941.0,3536971.0,282088.0,,,,
3486366.0,3488877.0,282310.0,237.440632664342,274.430134697899,214.663401291545,257.383509312362
3514889.0,3499873.0,280265.0,,,,
3478401.0,3466981.0,279565.0,235.20466146206502,271.45070884715,216.25328788386398,260.185272642999
3391579.0,3366566.0,276764.0,,,,
,,,236.057018907755,273.415853633933,217.31639617381802,258.700303604492
,,,,274.487372277466,,
,,,228.692001118186,277.879134613647,223.608070704623,
5357945.0,5640718.0,829085.0,,,,
5682439.0,5860230.0,843747.0,,,224.17454529557202,
6006745.0,6056854.0,865374.0,,,,
6342623.0,6521058.0,869930.0,231.41185147962398,282.848741719953,,
6724752.0,6990489.0,879021.0,,,,
7083655.0,7532110.0,881552.0,,,224.34723177863398,265.976765009526
7415243.0,7875805.0,878983.0,,,,
7848352.0,8183251.0,877165.0,,,,
8363904.0,8574804.0,875569.0,,,,
8624767.0,8863966.0,875216.0,,,,
8931497.0,9128279.0,875390.0,236.75541398272597,283.91586565449404,220.833427555838,266.46861763683603
9183588.0,9126345.0,874233.0,,,,
9584108.0,9433502.0,869301.0,240.568581924116,284.541556582959,221.16422654343899,266.228560789199
9855692.0,9779642.0,869596.0,,,,
10154985.0,9988878.0,870584.0,244.181214196835,285.617942521924,223.31800981087602,264.184509633385
10619354.0,10545964.0,867929.0,,,,
10991081.0,10880480.0,867035.0,243.585253522635,288.140726236317,220.135540597472,265.812615742952
11289720.0,11116821.0,864898.0,,,,
11664303.0,11440718.0,864251.0,244.691865519641,288.665932686223,221.23990687237202,267.16702974162
11139967.0,10724377.0,863314.0,,,,
11097447.0,10845059.0,863737.0,244.706291648161,288.74578084165404,220.818103448031,267.54299418783296
11330253.0,11255186.0,865119.0,,,,
11637376.0,11553677.0,861813.0,243.31021131879902,289.077749211995,223.35635551293498,269.533726363214
11697466.0,11787535.0,857736.0,,,,
,,,240.389213393097,288.14314431546904,219.612694271246,269.371456395493
,,,,272.147965478912,,
,,,225.377591635114,275.080076053804,222.983186582396,
615130.0,614807.0,100313.0,,,,
674921.0,623146.0,100899.0,,,221.185555866572,
634237.0,642935.0,100314.0,,,,
664057.0,676305.0,99859.0,223.196002932912,274.77894697866697,,
660079.0,695127.0,98777.0,,,,
703280.0,706801.0,96504.0,,,219.010779618272,262.118986062654
780875.0,739019.0,94420.0,,,,
787323.0,769923.0,91883.0,229.251922742069,276.68998034322004,,
804297.0,787949.0,89711.0,,,,
908719.0,868607.0,87897.0,,,221.129753649229,264.938465791346
962240.0,915515.0,85966.0,241.08570064627898,283.50334994463,222.075166369555,267.00102854451
974888.0,953916.0,86925.0,,,,
1132160.0,1033603.0,84146.0,242.955913765367,282.10060959815496,223.262145963811,268.124234884295
1150345.0,1146527.0,86155.0,,,,
1477891.0,1390344.0,85034.0,243.86691506428397,286.987771483089,225.289483281059,266.22554358249
1602514.0,1517325.0,85991.0,,,,
1675761.0,1658156.0,86971.0,242.009195680162,286.10403398533,222.65219632999901,268.159428117446
1718605.0,1696177.0,87379.0,,,,
1650621.0,1656850.0,88165.0,243.874435027563,287.767926048951,224.062278090794,269.568729685871
1664983.0,1670728.0,89994.0,,,,
1695967.0,1675477.0,91533.0,246.52240092011502,288.119137263578,225.84897495660198,270.966172221906
1772633.0,1775999.0,92732.0,,,,
1962874.0,1942406.0,93867.0,246.75976446726798,286.666547067471,228.160802772906,268.803363090763
2044669.0,2034229.0,94511.0,,,,
,,,247.82061920913398,288.761811740442,226.83121099577002,269.020028155068
